.index,.conf_lo,.conf_hi,RANGER
2024-01-01,-38.35794636845927,88.25120081568936,24.946627223615042
2024-01-02,-36.200075733538625,90.40907145061,27.10449785853569
2024-01-03,-32.693078763841655,93.91606842030697,30.611494828232658
2024-01-04,85.94824689854613,212.55739408269477,149.25282049062045
2024-01-05,89.89254689854613,216.50169408269477,153.19712049062045
2024-01-06,-24.33307693723691,102.27607024691171,38.9714966548374
2024-01-07,-42.08373470724469,84.52541247690394,21.220838884829625
2024-01-08,-45.11048405789404,81.49866312625458,18.19408953418027
2024-01-09,92.14346710056634,218.75261428471498,155.44804069264066
2024-01-10,91.53930043389968,218.14844761804832,154.843874025974
2024-01-11,86.46115757675682,213.07030476090546,149.76573116883114
2024-01-12,83.56048773548699,210.16963491963563,146.8650613275613
2024-01-13,-39.68658234849232,86.9225648356563,23.617991243581987
2024-01-14,-55.03355678516676,71.57559039898186,8.271016806907554
2024-01-15,59.89665844255769,186.50580562670632,123.201232034632
2024-01-16,29.958160607059916,156.56730779120855,93.26273419913423
2024-01-17,28.650979654678927,155.26012683882755,91.95555324675324
2024-01-18,39.38040952480879,165.98955670895742,102.6849831168831
2024-01-19,40.3071095248088,166.91625670895743,103.61168311688311
2024-01-20,-51.55523809423882,75.05390908990981,11.749335497835498
2024-01-21,-60.56823499558308,66.04091218856554,2.7363385964912283
2024-01-22,36.20861248851177,162.8177596726604,99.51318608058608
2024-01-23,33.826245821845056,160.4353930059937,97.13081941391937
2024-01-24,33.928550583749846,160.53769776789846,97.23312417582416
2024-01-25,23.83923586513513,150.44838304928376,87.14380945720944
2024-01-26,8.310579155178452,134.91972633932707,71.61515274725276
2024-01-27,-51.842395875346604,74.76675130880201,11.462177716727709
2024-01-28,-60.994806925407644,65.61434025874098,2.3097666666666665
2024-01-29,11.50133831268763,138.11048549683625,74.80591190476194
2024-01-30,8.128247836497145,134.73739502064578,71.43282142857146
2024-01-31,5.080583550782855,131.6897307349315,68.38515714285717
2024-02-01,30.639380376179666,157.24852756032828,93.94395396825398
2024-02-02,81.36485388045304,207.97400106460168,144.66942747252736
2024-02-03,-42.22102676667749,84.38812041747113,21.083546825396823
2024-02-04,-49.23559090809162,77.373556276057,14.068982683982686
2024-02-05,94.61621039060961,221.22535757475825,157.92078398268393
2024-02-06,91.31627705727635,217.925424241425,154.62085064935067
2024-02-07,91.24161039060971,217.85075757475835,154.54618398268403
2024-02-08,85.69457705727638,212.30372424142502,148.9991506493507
2024-02-09,84.74690982450912,211.35605700865776,148.05148341658344
2024-02-10,-43.54933455888528,83.05981262526335,19.75523903318903
2024-02-11,-51.78520692540765,74.82394025874098,11.519366666666663
2024-02-12,-45.24490692540766,81.36424025874096,18.059666666666654
2024-02-13,77.5614264079257,204.17057359207433,140.866
2024-02-14,62.5264359317352,189.13558311588383,125.83100952380951
2024-02-15,46.61092987112914,173.22007705527776,109.91550346320345
2024-02-16,21.170096537795835,147.77924372194445,84.47467012987015
2024-02-17,-53.03860743045816,73.57053975369047,10.26596616161616
2024-02-18,-60.85904055113864,65.75010663300999,2.445533040935673
2024-02-19,55.287545821845065,181.89669300599368,118.59211941391938
2024-02-20,57.3567458218451,183.96589300599373,120.66131941391941
2024-02-21,46.22357915517846,172.83272633932708,109.52815274725278
2024-02-22,42.34021248851179,168.94935967266042,105.6447860805861
2024-02-23,-56.67012914762987,69.93901803651876,6.634444444444443
2024-02-24,-51.017368036518754,75.59177914762986,12.287205555555557
2024-02-25,-60.54031298601371,66.06883419813492,2.764260606060606
2024-02-26,26.4766549793543,153.08580216350293,89.78122857142861
2024-02-27,22.695993074592415,149.30514025874103,86.00056666666673
2024-02-28,10.284612122211463,136.8937593063601,73.58918571428578
2024-02-29,3.5352212131204865,130.14436839726912,66.8397948051948
2024-03-01,30.428564558663886,157.03771174281252,93.7331381507382
2024-03-02,-41.9248521857029,84.68429499844572,21.37972140637141
2024-03-03,-50.51891298601371,76.09023419813491,12.7856606060606
2024-03-04,90.26149813619728,216.87064532034591,153.5660717282716
2024-03-05,85.75405527905454,212.36320246320318,149.05862887112886
2024-03-06,82.67705527905457,209.2862024632032,145.9816288711289
2024-03-07,81.75265527905464,208.36180246320328,145.05722887112896
2024-03-08,83.18210073360007,209.7912479177487,146.4866743256744
2024-03-09,-43.074821882672595,83.53432530147603,20.229751709401715
2024-03-10,-52.75227965268037,73.85686753146825,10.552293939393941
2024-03-11,85.36928008757931,211.97842727172795,148.67385367965363
2024-03-12,82.08046103996034,208.68960822410898,145.38503463203466
2024-03-13,76.81439437329365,203.4235415574423,140.11896796536797
2024-03-14,60.73527056376988,187.3444177479185,124.0398441558442
2024-03-15,51.75444891874822,178.36359610289685,115.05902251082253
2024-03-16,-53.261852729603454,73.34729445454518,10.04272086247086
2024-03-17,-61.442096319347044,65.16705086480158,1.8624772727272718
2024-03-18,40.771559741259004,167.38070692540762,104.07613333333332
2024-03-19,38.3919930745923,165.00114025874092,101.69656666666661
2024-03-20,-58.97557914762987,67.63356803651875,4.328994444444441
2024-03-21,30.761540693639965,157.37068787778858,94.06611428571428
2024-03-22,30.58527402697326,157.1944212111219,93.88984761904757
2024-03-23,-53.74705692540765,72.86209025874098,9.557516666666668
2024-03-24,-61.637312986013704,64.97183419813491,1.6672606060606063
2024-03-25,26.58949307459239,153.19864025874102,89.8940666666667
2024-03-26,12.405926407925712,139.01507359207434,75.71050000000002
2024-03-27,6.321378788878086,132.9305259730267,69.6259523809524
2024-03-28,-2.907973592074292,123.70117359207433,60.39660000000002
