.index,.conf_lo,.conf_hi,RANGER
2024-03-29,32.58367898318468,298.64246993456436,165.6130744588745
2024-03-30,-81.2960010312454,184.76278992013425,51.733394444444436
2024-03-31,-101.51850907320342,164.54028187817624,31.510886402486406
2024-04-01,105.77564896875452,371.8344399201342,238.80504444444435
2024-04-02,313.93002674653235,579.9888176979119,446.95942222222214
2024-04-03,306.4411029370084,572.4998938883881,439.47049841269825
2024-04-04,317.186169603675,583.2449605550547,450.21556507936486
2024-04-05,331.91831246081813,597.9771034121977,464.9477079365079
2024-04-06,-65.28383149719517,200.77495945418448,67.74556397849466
2024-04-07,-96.18411746448534,169.87467348689432,36.845278011204485
2024-04-08,366.31905531796076,632.3778462693404,499.34845079365056
2024-04-09,350.9033934131992,616.9621843645788,483.932788888889
2024-04-10,318.41335531796096,584.4721462693406,451.44275079365076
2024-04-11,309.1045886512943,575.163379602674,442.13398412698416
2024-04-12,328.42540134970716,594.4841923010868,461.45479682539695
2024-04-13,-67.17085161213771,198.88793933924194,65.85854386355211
2024-04-14,-103.12351339548934,162.9352775558903,29.905882080200485
2024-04-15,273.9819022155077,540.0406931668874,407.01129769119757
2024-04-16,111.54487869458447,377.60366964596415,244.5742741702743
2024-04-17,82.23029407919978,348.28908503057943,215.2596895548896
2024-04-18,90.9418639204695,357.0006548718492,223.97125939615933
2024-04-19,91.96623058713624,358.0250215385159,224.99562606282606
2024-04-20,-82.94198625909999,183.11680469227966,50.08740921658984
2024-04-21,-113.78316815739409,152.27562279398555,19.246227318295734
2024-04-22,134.17903150843702,400.2378224598167,267.20842698412685
2024-04-23,141.39613150843692,407.45492245981654,274.42552698412675
2024-04-24,135.44265531796097,401.5014462693406,268.4720507936508
2024-04-25,130.78362436558004,396.84241531695966,263.81301984126986
2024-04-26,121.83454341319899,387.89333436457866,254.8639388888888
2024-04-27,-80.74633912648346,185.3124518248962,52.28305634920636
2024-04-28,-105.30693595188029,160.75185499949936,27.72245952380953
2024-04-29,-94.86766928521364,171.191121666166,38.16172619047619
2024-04-30,78.15461484177052,344.2134057931502,211.18401031746035
2024-05-01,94.85370611161179,360.9124970629914,227.8831015873016
2024-05-02,339.7395156354214,605.798306586801,472.7689111111112
2024-05-03,-94.19999468203906,171.8587962693406,38.82940079365076
2024-05-04,-90.3361815562759,175.72260939510375,42.693213919413914
2024-05-05,-99.77517460734248,166.28361634403717,33.25422086834734
2024-05-06,-84.61129127400916,181.4474996773705,48.41810420168066
2024-05-07,386.9772388954947,653.0360298468744,520.0066343711845
2024-05-08,358.00061746692313,624.0594084183028,491.030012942613
2024-05-09,356.2929508002567,622.3517417516363,489.3223462759465
2024-05-10,358.7128412764473,624.7716322278269,491.7422367521371
2024-05-11,-65.21645161213772,200.84233933924193,67.8129438635521
2024-05-12,-97.62995149072742,168.42883946065223,35.3994439849624
2024-05-13,347.9780156354211,614.0368065868007,481.0074111111109
2024-05-14,270.16702039732616,536.2258113487057,403.19641587301595
2024-05-15,244.0411870639925,510.09997801537213,377.07058253968233
2024-05-16,70.72785798751372,336.78664893889334,203.75725346320354
2024-05-17,61.28335798751371,327.3421489388934,194.31275346320353
2024-05-18,-84.97144816386185,181.0873427875178,48.057947311827974
2024-05-19,-117.84719767349202,148.21159327788763,15.182197802197802
2024-05-20,135.19026881002443,401.24905976140406,268.21966428571426
2024-05-21,132.43693547669116,398.49572642807084,265.466330952381
2024-05-22,133.08909261954804,399.14788357092766,266.11848809523786
2024-05-23,135.68785928621494,401.7466502375946,268.71725476190477
2024-05-24,131.50492595288162,397.56371690426124,264.53432142857145
2024-05-25,-80.55818198362634,185.5006089677533,52.471213492063484
2024-05-26,-118.6860000544444,147.37279089693524,14.34339542124542
2024-05-27,123.35172119097686,389.41051214235654,256.3811166666667
2024-05-28,95.6546545243101,361.71344547568975,228.68404999999993
2024-05-29,70.98417119097692,337.0429621423566,204.01356666666675
2024-05-30,59.67064261954829,325.72943357092794,192.7000380952381
2024-05-31,61.72660928621491,327.78540023759456,194.75600476190473
2024-06-01,-66.63704816386186,199.4217427875178,66.39234731182796
2024-06-02,-101.95744767349201,164.10134327788762,31.071947802197812
2024-06-03,343.1870442068499,609.2458351582295,476.2164396825397
2024-06-04,338.9965061116118,605.0552970629914,472.0259015873016
2024-06-05,338.57882039732624,604.6376113487058,471.60821587301604
2024-06-06,338.24765373065964,604.3064446820393,471.2770492063495
2024-06-07,350.3738537306592,616.4326446820389,483.4032492063491
2024-06-08,-60.98161827880436,205.07717267257527,72.04777719688546
2024-06-09,-100.83086498950934,165.2279259618703,32.19853048618049
2024-06-10,345.3810108735163,611.439801824896,478.41040634920614
2024-06-11,310.8835394449452,576.9423303963249,443.91293492063505
2024-06-12,294.69420611161183,560.7529970629914,427.72360158730163
2024-06-13,289.4750823020879,555.5338732534676,422.50447777777777
2024-06-14,270.8337156354214,536.892506586801,403.8631111111112
2024-06-15,-75.27989816386184,190.7788927875178,57.74949731182799
2024-06-16,-117.80986737046173,148.24892358091793,15.219528105228099
2024-06-17,137.48589976240547,403.54469071378514,270.5152952380953
2024-06-18,144.72236087351658,410.78115182489626,277.7517563492064
2024-06-19,134.50023230208782,400.55902325346744,267.52962777777765
2024-06-20,125.33142754018306,391.3902184915627,258.3608230158729
2024-06-21,119.50132754018315,385.5601184915628,252.53072301587298
2024-06-22,-83.69376452330886,182.3650264280708,49.335630952380974
2024-06-23,-118.68951260855695,147.3692783428227,14.33988286713287
2024-06-24,183.11593364518924,449.1747245965689,316.14532912087907
2024-06-25,193.7075241213798,459.7663150727594,326.73691959706963
2024-06-26,180.09625269280818,446.1550436441878,313.125648168498
2024-06-27,176.57662888328426,442.63541983466394,309.6060243589741
2024-06-28,153.01795452431023,419.0767454756899,286.04735000000005
2024-06-29,-68.51413436457867,197.54465658680098,64.51526111111116
2024-06-30,-98.02785351764788,168.03093743373176,35.00154195804195
2024-07-01,96.35528230208789,362.41407325346756,229.3846777777777
2024-07-02,297.4962979586536,563.5550889100333,430.52569343434345
2024-07-03,301.26821007986575,567.3270010312455,434.2976055555556
2024-07-04,318.60181462532034,584.6606055767,451.6312101010102
2024-07-05,336.51598129198715,602.5747722433669,469.545376767677
2024-07-06,-61.56455894817557,204.49423200320408,71.46483652751425
2024-07-07,-97.78234612504048,168.27644482633917,35.24704935064935
2024-07-08,348.306160079866,614.3649510312456,481.3355555555558
2024-07-09,328.2819267465328,594.3407176979125,461.31132222222266
2024-07-10,318.2871156354215,584.3459065868011,451.3165111111113
2024-07-11,312.0458156354215,578.1046065868012,445.07521111111134
2024-07-12,332.02218230208825,598.080973253468,465.0515777777781
2024-07-13,-73.47519572978477,192.58359522159486,59.55419974590505
2024-07-14,-108.8143181641125,157.24447278726714,24.215077311577314
2024-07-15,-94.81565070379504,171.24314024758462,38.21374477189478
2024-07-16,140.5472807147864,406.60607166616603,273.57667619047623
2024-07-17,100.78294738145311,366.84173833283273,233.81234285714294
2024-07-18,114.0870926195482,380.1458835709278,247.11648809523803
2024-07-19,111.35702373065925,377.4158146820389,244.38641920634907
2024-07-20,-85.60502561484222,180.45376533653743,47.4243698608476
2024-07-21,-119.85470149744586,146.2040894539338,13.174693978243969
2024-07-22,139.62565777106326,405.6844487224429,272.6550532467531
2024-07-23,144.2721244377299,410.3309153891096,277.3015199134197
2024-07-24,129.1814777710633,395.2402687224429,262.2108732467531
2024-07-25,122.29484443773003,388.3536353891097,255.32423991341986
2024-07-26,106.58163967582527,372.6404306272049,239.6110351515151
2024-07-27,-75.4519951488924,190.60679580248726,57.577400326797424
2024-07-28,-113.44096260855697,152.6178283428227,19.588432867132852
2024-07-29,96.69935149400709,362.75814244538674,229.7287469696969
2024-07-30,87.87934673210239,353.93813768348207,220.90874220779222
2024-07-31,85.69711642907217,351.75590738045184,218.726511904762
2024-08-01,80.48998230208792,346.5487732534676,213.51937777777775
2024-08-02,337.3794725618285,603.4382635132081,470.4088680375183
2024-08-03,-69.69615894817561,196.36263200320406,63.33323652751422
2024-08-04,-104.7390006146685,161.31979033671115,28.29039486102133
2024-08-05,378.2306965878021,644.2894875391818,511.2600920634919
2024-08-06,338.5948965878026,604.6536875391822,471.6242920634924
2024-08-07,330.3358854766915,596.3946764280712,463.36528095238134
2024-08-08,325.9967188100244,592.0555097614041,459.02611428571424
2024-08-09,340.62888547669127,606.6876764280709,473.65828095238106
2024-08-10,-75.54946239645145,190.5093285549282,57.479933079238386
2024-08-11,-108.3787568195747,157.68003413180494,24.65063865611512
2024-08-12,-99.4475078466522,166.61128310472745,33.58188762903762
2024-08-13,289.5159537306596,555.5747446820393,422.54534920634944
2024-08-14,236.3159870639926,502.37477801537227,369.3453825396824
2024-08-15,204.22294896875465,470.2817399201343,337.2523444444445
2024-08-16,85.95575373065952,352.0145446820392,218.98514920634935
2024-08-17,-87.99635894817558,178.06243200320407,45.03303652751425
2024-08-18,-122.88622530696966,143.17256564440999,10.143170168720165
2024-08-19,146.08656404811964,412.1453549994993,279.11595952380947
2024-08-20,144.87683071478634,410.93562166616596,277.90622619047616
2024-08-21,118.63284595288147,384.69163690426114,251.6622414285713
2024-08-22,119.7774126195481,385.83620357092775,252.80680809523793
2024-08-23,113.69491261954815,379.75370357092777,246.72430809523797
2024-08-24,-81.42937292667017,184.62941802470948,51.600022549019656
2024-08-25,-122.76361816411251,143.29517278726712,10.265777311577308
2024-08-26,139.43286881002447,405.4916597614041,272.4622642857143
2024-08-27,133.63824976240542,399.6970407137851,266.66764523809525
2024-08-28,87.09921642907204,353.1580073804517,220.12861190476187
2024-08-29,50.41081816067381,316.4696091120535,183.44021363636364
2024-08-30,48.66925149400711,314.7280424453868,181.69864696969694
2024-08-31,-77.08352848222572,188.97526246915393,55.9458669934641
2024-09-01,-97.97171993456428,168.08707101681537,35.05767554112555
2024-09-02,358.06269579415164,624.1214867455313,491.0920912698415
2024-09-03,355.0562767465325,621.1150676979122,488.08567222222234
2024-09-04,333.6485529370086,599.7073438883883,466.67794841269847
2024-09-05,332.7801862703419,598.8389772217216,465.80958174603177
2024-09-06,355.27807674653263,621.3368676979122,488.30747222222243
2024-09-07,-63.683985047882345,202.3748059034973,69.34541042780748
2024-09-08,-98.1540318393262,167.90475911205345,34.87536363636362
2024-09-09,367.10629658780215,633.1650875391817,500.13569206349194
2024-09-10,334.8108632544689,600.8696542058486,467.8402587301588
2024-09-11,300.502758492564,566.5615494439437,433.53215396825385
2024-09-12,290.595282302088,556.6540732534677,423.62467777777783
2024-09-13,308.0906156354214,574.1494065868011,441.12001111111124
2024-09-14,-69.6706705457178,196.38812040566185,63.35872492997202
2024-09-15,-108.63061642579237,157.42817452558728,24.398779049897456
2024-09-16,-109.68999352763788,156.36879742374177,23.33940194805195
2024-09-17,121.47031752797321,387.5291084793529,254.49971300366303
2024-09-18,109.6015660994016,375.6603570507813,242.63096157509142
2024-09-19,106.64646133749693,372.7052522888766,239.67585681318675
2024-09-20,100.56206133749697,366.6208522888766,233.5914568131868
2024-09-21,-85.27103266692994,180.7877582844497,47.758362808759884
2024-09-22,-116.75873309245902,149.3000578589206,16.270662383230796
2024-09-23,-109.69216517265953,156.36662577872013,23.3372303030303
2024-09-24,129.2095523598081,395.2683433111878,262.2389478354979
2024-09-25,103.97838569314129,370.03717664452097,237.00778116883112
2024-09-26,88.3952507725063,354.45404172388595,221.42464624819613
2024-09-27,98.40716246081809,364.46595341219773,231.4365579365079
2024-09-28,-75.89711419651144,190.1616767548682,57.132281279178386
2024-09-29,-102.22947751032184,163.8293134410578,30.799917965367978
2024-09-30,84.70407833383396,350.7628692852136,217.7334738095238
2024-10-01,101.46083230208774,367.5196232534674,234.49022777777756
2024-10-02,310.00366007986565,576.0624510312454,443.0330555555555
2024-10-03,317.7429600798655,583.8017510312451,450.7723555555553
2024-10-04,357.8874600798656,623.9462510312452,490.9168555555554
2024-10-05,-52.67653504788237,213.38225590349728,80.35286042780746
2024-10-06,-84.76521828558816,181.2935726657915,48.26417719010167
2024-10-07,389.072765635421,655.1315565868007,522.1021611111108
2024-10-08,365.1633156354211,631.2221065868008,498.19271111111095
2024-10-09,319.9184823020879,585.9772732534676,452.94787777777776
2024-10-10,328.7169823020879,594.7757732534675,461.7463777777777
2024-10-11,358.8687489687544,624.927539920134,491.8981444444442
2024-10-12,-63.328607327327035,202.73018362405261,69.70078814836279
2024-10-13,-95.26939334824482,170.78939760313483,37.76000212744501
2024-10-14,-85.64864860852194,180.4101423428577,47.38074686716789
2024-10-15,264.46872277827833,530.527513729658,397.4981182539682
2024-10-16,123.49903309573884,389.5578240471185,256.52842857142866
2024-10-17,96.49346166716728,362.55225261854696,229.5228571428571
2024-10-18,106.27974833383388,372.3385392852135,239.3091438095237
2024-10-19,-77.8389023638996,188.21988858748006,55.19049311179022
2024-10-20,-115.66431828558814,150.3944726657915,17.365077190101683
2024-10-21,138.0311673670229,404.0899583184025,271.0605628427127
2024-10-22,131.8396340336897,397.89842498506937,264.8690295093795
2024-10-23,110.02616736702282,376.08495831840247,243.05556284271265
2024-10-24,108.34998958924513,374.4087805406248,241.37938506493495
2024-10-25,111.65628958924518,377.71508054062485,244.685685064935
2024-10-26,-76.32822458612185,189.7305663652578,56.70117088956798
2024-10-27,-115.63913177765163,150.419659173728,17.390263698038197
2024-10-28,112.7185878576434,378.77737880902305,245.74798333333322
2024-10-29,81.79292119097673,347.8517121423564,214.82231666666655
2024-10-30,72.30235452431026,338.3611454756899,205.33175000000008
2024-10-31,71.51388785764357,337.5726788090232,204.5432833333334
2024-11-01,106.05261563542129,372.11140658680097,239.08201111111111
2024-11-02,-56.79803959333688,209.26075135804277,76.23135588235294
2024-11-03,-98.3081127300326,167.75067822134704,34.72128274565723
2024-11-04,-75.74529384661713,190.31349710476252,57.28410162907269
2024-11-05,381.8820513497069,647.9408423010866,514.9114468253968
2024-11-06,330.23178468304036,596.29057563442,463.26118015873016
2024-11-07,344.69946801637366,610.7582589677534,477.7288634920635
2024-11-08,345.57423468304046,611.63302563442,478.60363015873025
2024-11-09,-58.68957485979455,207.3692160915851,74.33982061589528
2024-11-10,-99.86554368241352,166.19324726896613,33.1638517932763
2024-11-11,389.5430156354214,655.6018065868011,522.5724111111113
2024-11-12,373.144632302088,639.2034232534677,506.17402777777784
2024-11-13,346.076132302088,612.1349232534677,479.10552777777787
2024-11-14,309.11473706399283,575.1735280153724,442.14413253968263
2024-11-15,282.8205656354212,548.8793565868008,415.849961111111
2024-11-16,-77.80918807818533,188.2496028731943,55.220207397504495
2024-11-17,-116.21952701574688,149.83926393563277,16.809868459942955
2024-11-18,163.2655876411935,429.3243785925731,296.2949831168833
2024-11-19,167.2236185935745,433.28240954495413,300.25301406926434
2024-11-20,134.87977573643147,400.9385666878111,267.9091712121213
2024-11-21,133.94373937279514,400.0025303241748,266.97313484848496
2024-11-22,132.48623937279504,398.5450303241747,265.51563484848486
2024-11-23,-100.90504622756953,165.15374472381012,32.1243492481203
2024-11-24,-116.16293177765162,149.895859173728,16.8664636980382
2024-11-25,137.89528639244216,403.95407734382184,270.924681868132
2024-11-26,107.32938163053745,373.3881725819171,240.35877710622728
2024-11-27,101.9988816305374,368.057672581917,235.02827710622722
2024-11-28,72.30449591625148,338.36328686763113,205.3338913919413
2024-11-29,52.338929127484704,318.3977200788644,185.36832460317453
2024-11-30,-74.46560943460666,191.59318151677297,58.56378604108316
2024-12-01,-92.30287864481953,173.7559123065601,40.726516830870295
2024-12-02,432.99818620929136,699.0569771606711,566.0275816849812
2024-12-03,414.2306454982787,680.2894364496584,547.2600409739686
2024-12-04,413.8170566093896,679.8758475607693,546.8464520850795
2024-12-05,428.52689470462747,694.5856856560072,561.5562901803173
2024-12-06,451.3281815178144,717.3869724691941,584.3575769935043
2024-12-07,-41.975102510321875,224.08368844105777,91.05429296536795
2024-12-08,-85.80244844431829,180.25634250706136,47.22694703137154
2024-12-09,508.8191666158134,774.8779575671931,641.8485620915033
2024-12-10,504.27248221515674,770.3312731665364,637.3018776908466
2024-12-11,502.0344353479886,768.0932262993683,635.0638308236785
2024-12-12,494.46117185592504,760.5199628073048,627.4905673316149
2024-12-13,470.3199051892582,736.3786961406379,603.349300664948
2024-12-14,-38.84639786233831,227.21239308904134,94.18299761335152
2024-12-15,-87.08664512474482,178.97214582663483,45.94275035094501
2024-12-16,227.86463366201096,493.9234246133906,360.8940291377008
2024-12-17,210.93545412225265,476.9942450736323,343.9648495979425
2024-12-18,188.8427064421551,454.9014973935348,321.87210191784493
2024-12-19,186.47828885973732,452.537079811117,319.50768433542714
2024-12-20,163.8620006923493,429.920791643729,296.89139616803914
2024-12-21,-67.99083649300579,198.06795445837386,65.03855898268404
2024-12-22,-109.04349187866174,157.0152990727179,23.985903597028084
2024-12-23,172.35106227900812,438.40985323038774,305.38045775469794
2024-12-24,151.15201704091302,417.21080799229264,284.18141251660285
2024-12-25,133.3988270531232,399.4576180045028,266.428222528813
2024-12-26,118.22305745605348,384.28184840743313,251.2524529317433
2024-12-27,113.74001697986296,379.7988079312426,246.76941245555278
2024-12-28,-90.42972694407521,175.62906400730444,42.599668531614604
2024-12-29,-97.87974183426168,168.17904911711798,35.149653641428145
2024-12-30,-92.39259850862179,173.66619244275785,40.63679696706804
2024-12-31,-91.64553184195512,174.41325910942453,41.383863633734705
